date,report_score
2024-05-10,1.025
2024-05-12,0.8430536391859261
2024-05-14,1.0576391148714612
2024-05-17,0.8534957627118644
2024-05-19,1.0745506535947713
2024-05-30,0.633
2024-05-31,1.0833333333333333
2024-06-02,1.028775659824047
2024-06-03,0.8513898260608787
2024-06-07,0.9512889509277415
2024-06-10,0.7741743320018784
2024-06-12,1.0201680672268907
2024-06-13,0.6109170305676855
2024-06-14,1.070754716981132
2024-06-17,1.0208990536277602
2024-06-25,1.0494941682668375
2024-06-27,1.054263565891473
2024-06-30,1.0481651376146788
2024-07-01,1.0923076923076922
2024-07-02,0.844659815135272
2024-07-03,0.6484875444839857
2024-07-04,1.0540030356547785
2024-07-05,0.6128865979381444
2024-07-07,1.0
2024-07-08,0.6597014925373134
2024-07-09,0.8678974147414741
2024-07-10,0.006976744186046518
2024-07-11,1.060377358490566
2024-07-12,1.0441833490849728
2024-07-15,1.0389847285067875
2024-07-18,1.0344036697247707
2024-07-21,0.6350539291217258
2024-07-24,0.6268518518518519
2024-07-27,1.042230301483734
2024-07-28,1.0506904069767442
2024-07-29,0.8778829159574262
2024-07-30,1.08
2024-07-31,1.028072837632777
2024-08-01,1.0472360891760926
2024-08-05,1.0542484855412046
2024-08-06,1.0487566383955118
2024-08-07,1.0529661016949152
2024-08-11,1.1855345911949686
2024-08-12,0.6877403846153846
2024-08-14,1.0680634953042059
2024-08-16,0.6739233038348083
2024-08-17,1.0277329568374345
2024-08-18,1.0227272727272727
2024-08-19,0.853099352834497
2024-08-20,1.0406886598987837
2024-08-21,0.8245499665318811
2024-08-22,0.9079295555412229
2024-08-23,0.904023493778651
2024-08-25,0.7582989488161903
2024-08-26,1.0441176470588236
2024-08-28,1.0735294117647058
2024-08-29,0.9943673549463353
2024-08-30,1.0159443482015753
2024-08-31,1.0317217369485785
2024-09-01,0.8977887423568384
2024-09-02,0.9359178650556155
2024-09-03,0.9882069233919916
2024-09-04,1.0406161867931958
2024-09-05,0.5277269399707174
2024-09-06,0.921138684453448
2024-09-08,1.0
2024-09-10,1.0754237288135595
2024-09-13,0.03556743421052633
2024-09-15,1.054263565891473
2024-09-26,0.6511710794297352
2024-09-29,1.054263565891473
2024-09-30,1.0698529411764706
2024-10-07,1.0678571428571428
2024-10-09,1.05964920315076
2024-10-10,1.059090909090909
2024-10-12,1.120313404748118
2024-10-14,1.05
2024-10-19,1.0
2024-10-20,0.7669302876989317
2024-10-21,1.0591437879307337
2024-10-22,1.02757088838435
2024-10-23,0.8214352283317801
2024-10-24,0.9580189575807538
2024-10-27,1.119865211810013
2024-10-28,0.9382334483406871
2024-10-29,1.0783132530120483
2024-10-30,1.1014492753623188
2024-10-31,1.0144657320918988
2024-11-01,0.9047586432904038
2024-11-02,1.031045751633987
2024-11-03,1.0349802684641087
2024-11-04,1.0110077629094973
2024-11-05,1.039119392029167
2024-11-08,1.062145334807085
2024-11-11,1.0966101694915253
2024-11-12,0.6284810126582279
2024-11-17,1.0
2024-11-21,1.0217715081259233
2024-11-22,1.013157894736842
2024-11-27,1.029746835443038
2024-11-28,0.6321428571428571
2024-12-01,0.6
2024-12-02,1.0391388685198706
2024-12-04,1.0898812641871836
2024-12-12,1.0558170813718897
2024-12-15,1.0
2024-12-25,0.8909698546544909
2024-12-27,1.0558170813718897
2024-12-30,1.0454070981210857
2024-12-31,1.056201550387597
2025-01-03,0.6203442879499218
2025-01-05,1.0
2025-01-07,1.1014492753623188
2025-01-08,0.8454662616220197
2025-01-19,1.1596385542168675
2025-01-22,1.0448189448441247
2025-01-24,1.0222235678817972
2025-02-02,0.1266707168894289
2025-02-07,1.0898812641871836
2025-02-10,1.038135593220339
2025-02-13,0.6248194945848375
2025-02-24,1.053921568627451
2025-03-02,0.8216375815265291
2025-03-03,0.855706165609484
2025-03-04,0.8300941581685676
2025-03-05,0.5391566265060241
2025-03-06,1.1014492753623188
2025-03-10,1.0671641791044775
2025-03-13,1.0791666666666666
2025-03-15,1.0
2025-03-16,0.7014712109000865
2025-03-17,0.8439227813920624
2025-03-18,0.8200042322116541
2025-03-20,1.0194174757281553
2025-03-24,0.648337856173677
2025-03-25,0.8617595048629532
2025-03-26,1.0475929067551786
2025-03-27,1.0592883705206222
2025-03-28,0.9561922402287545
2025-03-29,1.0404040404040404
2025-03-30,1.1760752688172043
2025-03-31,0.9707012061874276
2025-04-01,0.7292872135543479
2025-04-02,0.825024804321464
2025-04-03,1.012589928057554
2025-04-07,1.0938441265060241
2025-04-08,0.5512897137464611
2025-04-09,1.0532009692283246
2025-04-10,1.067033560240082
2025-04-11,0.8889537619859991
2025-04-12,1.036476109215017
2025-04-14,1.0520658667894576
2025-04-15,0.9706101616358073
2025-04-16,0.9458396009718519
2025-04-21,1.0520068937566567
2025-04-23,1.0231124807395993
2025-04-24,0.863274228807384
2025-04-27,1.0561797752808988
2025-04-28,0.8923842798277424
2025-04-29,0.9610576760145534
2025-04-30,0.8779234989391114
2025-05-01,1.0524313738320727
2025-05-02,1.0308210189126648
2025-05-03,1.0249349522983522
2025-05-05,0.9154267566942879
2025-05-06,1.0584822565159644
2025-05-07,0.9578105390009632
2025-05-08,1.0237324703344122
2025-05-09,1.0735294117647058
2025-05-10,1.031569965870307
2025-05-12,0.8483695652173914
2025-05-15,1.0
2025-05-16,0.6249867817077832
2025-05-19,0.6681818181818181
2025-05-21,0.6363493902023574
2025-05-26,1.0597014925373134
2025-06-04,1.0561797752808988
2025-06-06,1.0376712328767124
2025-06-08,1.0735294117647058
2025-06-10,1.0243055555555556
2025-06-16,0.27049180327868855
2025-06-22,0.6068525519848771
2025-06-23,0.6209447415329767
2025-06-24,0.6416666666666666
2025-06-25,1.0516304347826086
2025-06-26,0.6365168539325843
2025-06-27,1.0548273657289002
2025-06-29,1.0107270560190702
2025-07-02,0.6193498452012384
2025-07-09,0.6031038374717833
2025-07-13,1.0
2025-07-14,0.6257352941176471
2025-07-31,1.0438778344778041
2025-08-01,0.6576790633608816
2025-08-03,1.1762114537444934
2025-08-04,1.061884935654807
2025-08-05,1.0648545935228024
2025-08-06,1.0720164609053497
2025-08-07,1.1197033898305084
2025-08-08,1.035371318822023
2025-08-13,1.0561797752808988
2025-08-19,0.7379310344827587
2025-08-20,1.0583333333333333
2025-08-21,1.0200892857142856
2025-08-22,0.6
2025-08-24,0.5324074074074074
2025-08-25,1.0719437525944375
2025-08-26,1.074160051063403
2025-08-27,0.8024531467154418
2025-08-28,1.0566666666666666
2025-08-30,1.0426815564689107
2025-08-31,1.0050155872568483
2025-09-01,0.8018946260881069
2025-09-02,0.8872784066861934
2025-09-03,0.9021372339117337
2025-09-04,0.8527838336407849
2025-09-05,0.8421134599673202
2025-09-08,1.040909090909091
2025-09-11,1.0214713070363057
2025-09-12,0.613095238095238
2025-09-14,1.0584958217270195
2025-09-18,1.0882352941176472
2025-09-24,1.0584415584415585
2025-09-25,1.0097173144876326
2025-09-26,1.0171428571428571
2025-09-29,1.0167597765363128
2025-10-13,0.6282738095238095
2025-10-18,1.1378205128205128
2025-10-20,1.125514403292181
2025-10-21,1.065817789129486
2025-10-22,0.8015109617970265
2025-10-24,1.0524432871562468
2025-10-25,1.1722222222222223
2025-10-26,0.5936289281102023
2025-10-27,1.092804434261069
2025-10-28,1.0493858792092488
2025-10-30,0.9359006162508545
2025-10-31,0.961752326325984
2025-11-01,1.0275664645866196
2025-11-02,1.039165633161679
2025-11-03,0.8214279951361628
2025-11-04,0.9963923376421262
2025-11-05,0.9384496156363781
2025-11-06,0.5598858070768183
2025-11-07,0.8557537912578055
2025-11-13,0.6066828675577156
2025-11-16,1.006578947368421
2025-11-19,1.0494791666666667
2025-11-23,1.1
2025-12-09,0.7547619047619047
2025-12-12,1.005079006772009
2025-12-17,1.1436170212765957
2025-12-18,0.0
2025-12-23,1.0435767326732672
2026-01-07,1.1436170212765957
2026-01-09,1.0121419676214196
2026-01-14,1.2307692307692308
2026-01-19,1.0206896551724138
2026-01-29,1.076271186440678
2026-01-30,1.0384615384615385
2026-02-04,1.2023809523809523
2026-02-11,1.5
2026-02-13,0.6394736842105263
