date,report_score
2019-08-22,0.8666666666666667
2019-08-23,1.0
2019-08-24,0.6
2019-08-26,0.9
2019-08-27,0.8
2019-08-28,0.8666666666666667
2019-08-29,1.0
2019-08-30,0.85
2019-09-01,0.8666666666666667
2019-09-02,0.8782608695652173
2019-09-03,0.76
2019-09-04,0.72
2019-09-05,0.8
2019-09-09,1.0
2019-09-10,1.0
2019-09-11,0.6
2019-09-24,0.0
2019-09-26,0.0
2019-09-27,1.0
2019-10-08,0.0
2019-10-09,0.8
2019-10-10,1.0
2019-10-14,1.0
2019-10-15,0.8400000000000001
2019-10-16,1.0
2019-10-18,0.6
2019-10-22,0.9199999999999999
2019-10-23,1.0
2019-10-24,0.8666666666666667
2019-10-25,0.95
2019-10-27,0.8666666666666667
2019-10-28,0.8400000000000001
2019-10-29,1.0
2019-10-30,0.7
2019-10-31,0.8285714285714285
2019-11-01,0.9076923076923078
2019-11-03,1.0
2019-11-04,1.0
2019-11-05,0.6
2019-11-07,0.8666666666666667
2019-11-11,1.0
2019-11-17,1.0
2019-11-18,0.9
2019-11-19,1.0
2019-11-25,1.0
2019-11-28,1.0
2019-11-29,1.0
2019-12-03,0.5
2019-12-05,0.6
2019-12-06,1.0
2019-12-09,1.0
2019-12-10,1.0
2019-12-11,1.0
2019-12-12,0.8
2019-12-13,1.0
2019-12-16,1.0
2019-12-18,0.0
2019-12-22,1.0
2019-12-30,1.0
2020-01-02,1.0
2020-01-03,0.0
2020-01-06,0.6
2020-01-08,0.75
2020-01-10,0.6
2020-01-13,0.7333333333333334
2020-01-14,0.9199999999999999
2020-01-15,1.0
2020-01-16,1.0
2020-01-17,0.9199999999999999
2020-01-20,1.0
2020-01-22,0.9199999999999999
2020-01-23,0.8
2020-02-02,1.0
2020-02-04,1.0
2020-02-05,0.8
2020-02-10,1.0
2020-02-14,1.0
2020-02-16,1.0
2020-02-17,0.7333333333333334
2020-02-18,0.8666666666666667
2020-02-19,1.0
2020-02-21,0.8666666666666667
2020-02-22,1.0
2020-02-23,1.0
2020-02-24,0.8666666666666667
2020-02-25,1.0
2020-02-26,1.0
2020-02-27,0.8857142857142858
2020-02-28,1.0
2020-03-02,1.0
2020-03-06,0.8
2020-03-12,0.6
2020-03-13,1.0
2020-03-16,1.0
2020-03-17,1.0
2020-03-18,0.65
2020-03-19,0.5
2020-03-20,1.0
2020-03-23,1.0
2020-03-26,0.6
2020-03-27,1.0
2020-03-29,1.0
2020-03-30,0.890909090909091
2020-03-31,0.8400000000000001
2020-04-01,1.0
2020-04-02,0.64
2020-04-03,1.0
2020-04-07,0.8
2020-04-08,0.8
2020-04-10,1.0
2020-04-13,1.0
2020-04-15,0.8666666666666667
2020-04-16,1.0
2020-04-20,0.6
2020-04-21,1.0
2020-04-22,0.9333333333333332
2020-04-23,0.6
2020-04-26,0.8
2020-04-27,0.8666666666666667
2020-04-28,0.8666666666666667
2020-04-29,0.8545454545454546
2020-04-30,0.8782608695652173
2020-05-05,0.4
2020-05-06,0.9555555555555555
2020-05-07,1.0
2020-05-08,0.0
2020-05-12,0.6
2020-05-13,1.0
2020-05-18,1.0
2020-05-19,1.0
2020-05-21,1.0
2020-05-25,1.0
2020-05-26,1.0
2020-05-29,1.0
2020-06-01,0.0
2020-06-02,1.0
2020-06-09,1.0
2020-06-12,0.6
2020-06-14,1.0
2020-06-17,1.0
2020-06-18,1.0
2020-06-22,0.0
2020-06-23,0.6
2020-06-28,1.0
2020-06-29,1.0
2020-06-30,1.0
2020-07-01,1.0
2020-07-03,1.0
2020-07-06,0.9199999999999999
2020-07-07,0.8
2020-07-08,1.0
2020-07-09,1.0
2020-07-10,1.0
2020-07-12,1.0
2020-07-13,1.0
2020-07-15,0.95
2020-07-16,0.8
2020-07-17,0.3
2020-07-19,1.0
2020-07-20,1.0
2020-07-21,1.0
2020-07-23,1.0
2020-08-02,1.0
2020-08-07,1.0
2020-08-10,1.0
2020-08-12,0.8
2020-08-13,0.8
2020-08-14,1.0
2020-08-16,0.6
2020-08-18,0.6
2020-08-19,1.0
2020-08-20,0.9
2020-08-21,1.0
2020-08-23,1.0
2020-08-24,0.8666666666666667
2020-08-26,0.6
2020-08-27,0.8400000000000001
2020-08-28,0.9428571428571428
2020-08-30,0.9
2020-08-31,0.9130434782608695
2020-09-01,0.8
2020-09-02,0.6571428571428571
2020-09-03,0.65
2020-09-07,0.6
2020-09-08,0.8
2020-09-10,1.0
2020-09-15,1.0
2020-09-20,1.0
2020-09-23,1.0
2020-09-25,1.0
2020-09-28,1.0
2020-09-30,1.0
2020-10-12,1.0
2020-10-13,1.0
2020-10-14,1.0
2020-10-15,1.0
2020-10-20,0.7333333333333334
2020-10-21,0.65
2020-10-22,0.7777777777777778
2020-10-23,0.9
2020-10-26,1.0
2020-10-27,0.8400000000000001
2020-10-28,1.0
2020-10-29,0.8571428571428571
2020-10-30,0.8400000000000001
2020-10-31,1.0
2020-11-01,1.0
2020-11-02,0.9384615384615385
2020-11-03,0.95
2020-11-04,0.9199999999999999
2020-11-05,1.0
2020-11-09,1.0
2020-11-16,1.0
2020-11-17,0.8
2020-11-18,1.0
2020-11-19,1.0
2020-11-30,1.0
2020-12-01,1.0
2020-12-04,1.0
2020-12-07,0.6
2020-12-08,0.5
2020-12-10,1.0
2020-12-14,1.0
2020-12-28,0.8
2020-12-30,1.0
2020-12-31,1.0
2021-01-04,1.0
2021-01-05,1.0
2021-01-06,1.0
2021-01-07,1.0
2021-01-12,0.9333333333333332
2021-01-13,0.6
2021-01-14,1.0
2021-01-15,1.0
2021-01-21,1.0
2021-01-22,1.0
2021-01-25,1.0
2021-01-26,0.6
2021-01-27,1.0
2021-02-01,1.0
2021-02-02,1.0
2021-02-03,0.8666666666666667
2021-02-04,1.0
2021-02-05,0.0
2021-02-08,0.8
2021-02-17,1.0
2021-02-18,1.0
2021-02-24,1.0
2021-02-26,1.0
2021-03-03,1.0
2021-03-04,1.0
2021-03-09,0.6
2021-03-10,1.0
2021-03-11,1.0
2021-03-12,0.9
2021-03-14,1.0
2021-03-15,0.9333333333333332
2021-03-17,1.0
2021-03-18,1.0
2021-03-19,0.8
2021-03-22,1.0
2021-03-24,1.0
2021-03-25,0.6
2021-03-26,1.0
2021-03-29,0.76
2021-03-30,1.0
2021-03-31,0.8285714285714285
2021-04-01,1.0
2021-04-02,0.75
2021-04-05,1.0
2021-04-06,0.6
2021-04-08,1.0
2021-04-11,1.0
2021-04-12,1.0
2021-04-14,1.0
2021-04-15,1.0
2021-04-16,1.0
2021-04-20,1.0
2021-04-21,1.0
2021-04-22,1.0
2021-04-23,1.0
2021-04-25,0.8400000000000001
2021-04-26,0.8400000000000001
2021-04-27,0.9
2021-04-28,0.9199999999999999
2021-04-29,0.9428571428571428
2021-04-30,0.9619047619047618
2021-05-05,0.9
2021-05-06,1.0
2021-05-07,1.0
2021-05-10,0.5333333333333333
2021-05-11,0.6
2021-05-16,1.0
2021-05-19,1.0
2021-05-24,1.0
2021-05-25,1.0
2021-05-26,1.0
2021-05-28,1.0
2021-06-01,0.6
2021-06-03,1.0
2021-06-07,1.0
2021-06-08,0.0
2021-06-09,1.0
2021-06-10,1.0
2021-06-11,0.8666666666666667
2021-06-16,0.6
2021-06-17,1.0
2021-06-21,1.0
2021-06-23,1.0
2021-06-24,0.6
2021-06-25,1.0
2021-06-28,1.0
2021-06-29,1.0
2021-07-01,1.0
2021-07-02,1.0
2021-07-08,1.0
2021-07-09,1.0
2021-07-11,1.0
2021-07-12,0.9199999999999999
2021-07-13,1.0
2021-07-15,1.0
2021-07-16,1.0
2021-07-19,1.0
2021-07-22,1.0
2021-07-26,1.0
2021-07-29,0.6
2021-07-30,1.0
2021-08-02,1.0
2021-08-03,1.0
2021-08-05,1.0
2021-08-09,1.0
2021-08-10,1.0
2021-08-12,0.9
2021-08-13,1.0
2021-08-15,1.0
2021-08-16,1.0
2021-08-17,0.8
2021-08-19,1.0
2021-08-20,0.9
2021-08-22,1.0
2021-08-23,0.9
2021-08-24,1.0
2021-08-25,1.0
2021-08-26,0.9199999999999999
2021-08-27,0.8
2021-08-29,0.9
2021-08-30,0.9166666666666666
2021-08-31,0.8857142857142858
2021-09-01,1.0
2021-09-02,0.8857142857142858
2021-09-03,0.6666666666666666
2021-09-05,1.0
2021-09-06,0.0
2021-09-08,1.0
2021-09-09,1.0
2021-09-14,1.0
2021-09-18,1.0
2021-09-23,1.0
2021-09-24,1.0
2021-09-27,0.8
2021-09-28,0.8
2021-09-29,0.8
2021-09-30,1.0
2021-10-10,1.0
2021-10-11,1.0
2021-10-13,1.0
2021-10-15,0.9
2021-10-18,1.0
2021-10-21,0.9
2021-10-22,1.0
2021-10-26,0.9428571428571428
2021-10-27,0.9
2021-10-28,0.9333333333333332
2021-10-29,0.9
2021-10-30,1.0
2021-10-31,1.0
2021-11-01,1.0
2021-11-02,0.9199999999999999
2021-11-05,0.6
2021-11-09,1.0
2021-11-16,1.0
2021-11-17,1.0
2021-11-23,1.0
2021-11-24,1.0
2021-12-02,1.0
2021-12-09,1.0
2021-12-22,1.0
2021-12-23,1.0
2021-12-24,1.0
2021-12-29,1.0
2021-12-30,0.7333333333333334
2021-12-31,1.0
2022-01-07,1.0
2022-01-10,1.0
2022-01-11,1.0
2022-01-13,1.0
2022-01-17,0.8
2022-01-18,1.0
2022-01-25,1.0
2022-01-26,1.0
2022-01-27,1.0
2022-01-28,1.0
2022-01-29,1.0
2022-02-07,1.0
2022-02-09,1.0
2022-02-10,1.0
2022-02-14,1.0
2022-02-15,1.0
2022-02-16,1.0
2022-02-17,1.0
2022-02-21,1.0
2022-02-23,0.6
2022-02-25,1.0
2022-02-28,1.0
2022-03-03,0.6
2022-03-09,1.0
2022-03-10,0.8400000000000001
2022-03-11,0.9199999999999999
2022-03-13,1.0
2022-03-14,0.9428571428571428
2022-03-15,1.0
2022-03-16,1.0
2022-03-17,1.0
2022-03-18,1.0
2022-03-20,1.0
2022-03-24,0.8
2022-03-25,0.9
2022-03-27,1.0
2022-03-28,0.7333333333333334
2022-03-31,0.65
2022-04-01,0.9199999999999999
2022-04-05,0.0
2022-04-07,1.0
2022-04-09,1.0
2022-04-19,1.0
2022-04-20,1.0
2022-04-22,1.0
2022-04-24,0.8
2022-04-25,1.0
2022-04-26,0.95
2022-04-27,0.9428571428571428
2022-04-28,0.85
2022-04-29,1.0
2022-04-30,0.8
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,0.96
2022-05-05,0.7428571428571429
2022-05-06,0.6285714285714287
2022-05-07,1.0
2022-05-09,1.0
2022-05-10,0.8666666666666667
2022-05-11,0.75
2022-05-12,1.0
2022-05-16,0.5
2022-05-17,0.8666666666666667
2022-05-18,1.0
2022-05-24,1.0
2022-05-26,1.0
2022-05-27,0.6
2022-05-31,0.6
2022-06-01,1.0
2022-06-10,1.0
2022-06-12,1.0
2022-06-14,1.0
2022-06-19,1.0
2022-06-21,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-15,0.75
2022-07-21,1.0
2022-07-22,0.6
2022-07-24,1.0
2022-07-25,-0.6
2022-07-26,0.8666666666666667
2022-07-27,1.0
2022-07-28,0.6
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,0.8666666666666667
2022-08-09,1.0
2022-08-10,0.5
2022-08-11,1.0
2022-08-14,0.65
2022-08-15,0.7333333333333334
2022-08-16,0.8666666666666667
2022-08-17,1.0
2022-08-18,0.8
2022-08-19,0.6
2022-08-21,1.0
2022-08-22,0.8666666666666667
2022-08-23,0.8
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,0.9
2022-08-27,0.8
2022-08-28,1.0
2022-08-29,0.9199999999999999
2022-08-30,1.0
2022-08-31,0.9555555555555555
2022-09-01,1.0
2022-09-02,0.6222222222222222
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,0.6
2022-09-09,0.8
2022-09-12,1.0
2022-09-13,1.0
2022-09-14,0.5
2022-09-21,0.6
2022-09-29,1.0
2022-10-08,1.0
2022-10-10,0.8666666666666667
2022-10-11,0.8
2022-10-12,0.5333333333333333
2022-10-16,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-23,1.0
2022-10-24,0.9333333333333332
2022-10-25,0.7999999999999999
2022-10-26,1.0
2022-10-27,0.775
2022-10-28,0.8857142857142858
2022-10-29,1.0
2022-10-30,0.825
2022-10-31,0.85
2022-11-01,0.9076923076923078
2022-11-02,0.72
2022-11-03,0.8666666666666667
2022-11-04,0.9
2022-11-07,0.7666666666666666
2022-11-08,1.0
2022-11-10,1.0
2022-11-11,1.0
2022-11-14,1.0
2022-11-15,1.0
2022-11-16,0.6
2022-11-22,1.0
2022-11-23,0.0
2022-11-24,1.0
2022-11-25,0.8
2022-12-04,1.0
2022-12-05,1.0
2022-12-09,1.0
2022-12-11,1.0
2022-12-13,0.0
2022-12-22,1.0
2022-12-29,1.0
2022-12-30,1.0
2023-01-05,1.0
2023-01-10,1.0
2023-01-11,1.0
2023-01-12,1.0
2023-01-15,1.0
2023-01-17,0.7333333333333334
2023-01-18,1.0
2023-01-19,1.0
2023-01-20,0.6
2023-01-26,1.0
2023-01-28,1.0
2023-01-31,1.0
2023-02-01,0.8
2023-02-06,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,0.8
2023-02-11,1.0
2023-02-13,0.6
2023-02-14,0.0
2023-02-15,1.0
2023-02-16,1.0
2023-02-20,0.6
2023-02-21,0.6
2023-02-27,1.0
2023-02-28,0.8
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,0.775
2023-03-10,0.9
2023-03-12,1.0
2023-03-13,0.8769230769230769
2023-03-14,0.6
2023-03-15,0.8666666666666667
2023-03-19,1.0
2023-03-20,1.0
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-26,1.0
2023-03-29,1.0
2023-03-30,0.8666666666666667
2023-03-31,0.8666666666666667
2023-04-03,0.8400000000000001
2023-04-04,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,0.8
2023-04-10,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,0.8
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-23,1.0
2023-04-24,0.8666666666666667
2023-04-25,0.6857142857142857
2023-04-26,0.8
2023-04-27,0.8666666666666667
2023-04-28,1.0
2023-04-29,0.9
2023-04-30,1.0
2023-05-03,0.7000000000000001
2023-05-04,0.8086956521739131
2023-05-05,0.9428571428571428
2023-05-06,1.0
2023-05-07,1.0
2023-05-08,0.6666666666666666
2023-05-09,1.0
2023-05-10,1.0
2023-05-11,1.0
2023-05-12,0.8
2023-05-14,1.0
2023-05-16,1.0
2023-05-17,1.0
2023-05-22,1.0
2023-06-01,0.8
2023-06-05,1.0
2023-06-06,1.0
2023-06-08,1.0
2023-06-15,1.0
2023-06-20,1.0
2023-06-29,0.6
2023-06-30,0.6
2023-07-02,0.8
2023-07-03,1.0
2023-07-04,1.0
2023-07-05,1.0
2023-07-06,1.0
2023-07-07,1.0
2023-07-09,1.0
2023-07-12,1.0
2023-07-25,0.6
2023-07-26,0.9428571428571428
2023-07-27,0.8666666666666667
2023-07-28,0.6
2023-07-30,1.0
2023-07-31,0.6
2023-08-02,1.0
2023-08-06,1.0
2023-08-07,1.0
2023-08-08,1.0
2023-08-09,1.0
2023-08-10,1.0
2023-08-11,1.0
2023-08-13,1.0
2023-08-14,1.0
2023-08-16,1.0
2023-08-20,1.0
2023-08-21,0.9333333333333332
2023-08-22,0.5333333333333333
2023-08-23,0.8
2023-08-24,0.8800000000000001
2023-08-25,1.0
2023-08-27,1.0
2023-08-28,1.0
2023-08-29,0.911111111111111
2023-08-30,0.8
2023-08-31,0.8375
2023-09-01,0.9076923076923078
2023-09-03,1.0
2023-09-04,0.8400000000000001
2023-09-05,0.95
2023-09-06,1.0
2023-09-07,0.5333333333333333
2023-09-08,1.0
2023-09-12,0.6
2023-09-14,1.0
2023-09-22,1.0
2023-09-27,0.6
2023-09-28,1.0
2023-10-10,0.8666666666666667
2023-10-11,1.0
2023-10-16,0.6666666666666666
2023-10-20,1.0
2023-10-22,0.8
2023-10-23,0.8857142857142858
2023-10-24,1.0
2023-10-25,0.8285714285714285
2023-10-26,0.8857142857142858
2023-10-28,1.0
2023-10-29,0.9428571428571428
2023-10-30,1.0
2023-10-31,0.9384615384615385
2023-11-01,0.9333333333333332
2023-11-02,0.8333333333333334
2023-11-03,0.9199999999999999
2023-11-04,0.6
2023-11-05,1.0
2023-11-06,0.6
2023-11-07,1.0
2023-11-08,1.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,0.8
2023-11-16,1.0
2023-11-17,0.8
2023-11-19,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,0.6
2023-11-26,1.0
2023-11-27,0.9199999999999999
2023-12-07,1.0
2023-12-08,1.0
2023-12-14,1.0
2023-12-18,1.0
2023-12-21,0.8
2023-12-22,1.0
2023-12-25,1.0
2023-12-29,0.6
2024-01-05,0.8
2024-01-10,1.0
2024-01-11,1.0
2024-01-19,1.0
2024-01-24,1.0
2024-01-25,0.6
2024-01-26,1.0
2024-01-31,1.0
2024-02-01,1.0
2024-02-02,1.0
2024-02-07,1.0
2024-02-08,1.0
2024-02-21,1.0
2024-02-26,1.0
2024-02-27,0.6
2024-03-01,1.0
2024-03-04,1.0
2024-03-06,1.0
2024-03-07,1.0
2024-03-08,1.0
2024-03-09,1.0498188405797102
2024-03-10,1.0
2024-03-11,0.9058365758754864
2024-03-12,0.6
2024-03-13,0.8
2024-03-14,1.0198905649216208
2024-03-15,0.7568757547332557
2024-03-16,1.049406921843211
2024-03-17,1.057707203718048
2024-03-18,1.0331425686244358
2024-03-19,0.9726795410965483
2024-03-20,1.0323370660481386
2024-03-21,0.9456029319728682
2024-03-22,0.6
2024-03-25,1.0399484536082473
2024-03-26,0.918007919196852
2024-03-27,1.0327840804030073
2024-03-28,0.9673641083225705
2024-03-29,0.9643366401393215
2024-03-31,0.9101729244901633
2024-04-01,1.0476568623113556
2024-04-05,0.6301724137931034
2024-04-07,1.0125
2024-04-08,1.013529886914378
2024-04-10,0.8804008908685969
2024-04-15,0.02436823104693141
2024-04-16,1.043104632620161
2024-04-17,0.8997736136673803
2024-04-18,1.053695107574418
2024-04-19,1.040983606557377
2024-04-20,1.0
2024-04-21,0.8268595041322313
2024-04-22,1.013779527559055
2024-04-23,1.0218411552346571
2024-04-24,1.033777737912739
2024-04-25,1.0450780921697715
2024-04-26,1.0227272727272727
2024-04-28,1.043483928317621
2024-04-29,0.9953729535063982
2024-04-30,0.9891553262470999
2024-05-01,0.9605849753349207
2024-05-02,1.0590925977523915
2024-05-05,0.8283367109472123
2024-05-06,0.977980988484099
2024-05-07,1.043221835490815
2024-05-08,1.0546125887914752
2024-05-09,0.9463742924522014
