mode,trial,params,score,annual_return,max_drawdown,positive_window_ratio,trades,factor_alignment,started_at,elapsed_sec
long,1,"{""hold_days"": 15, ""max_daily_trades"": 1, ""signal_confidence_min"": 36.75872797218161, ""convexity_min"": 1.7212222527255612, ""news_weight"": 0.6973680290593639, ""report_weight"": 0.09417734788764953, ""signal_confidence_effective"": 35.68799818152053}",-6.459415672098317,0.029558667775071434,0.8042106578318153,0.8702882483370288,526,0.007510345232238033,2026-02-14T00:17:43.616079,108.86108803749084
long,2,"{""hold_days"": 13, ""max_daily_trades"": 1, ""signal_confidence_min"": 35.49375760280728, ""convexity_min"": 1.7145017897238457, ""news_weight"": 0.5694114399233269, ""report_weight"": 0.2260870441170738, ""signal_confidence_effective"": 33.82652266612541}",-4.279691525647595,0.15130930695434053,0.6063603467969312,0.8680709534368071,562,-0.0006929491128629153,2026-02-14T00:19:32.681121,109.06503486633301
