mode,trial,params,score,annual_return,max_drawdown,positive_window_ratio,trades,factor_alignment,started_at,elapsed_sec
ultra_short,1,"{""hold_days"": 1, ""max_daily_trades"": 7, ""signal_confidence_min"": 43.44840996522701, ""convexity_min"": 2.2303175038936587, ""news_weight"": 0.6973680290593639, ""report_weight"": 0.09417734788764953, ""signal_confidence_effective"": 42.377680174565924}",-0.30889423861390325,0.0007667030307003664,0.39816396533589926,0.9412416851441242,1615,0.012958357461918799,2026-02-14T00:04:58.082335,117.31206512451172
ultra_short,2,"{""hold_days"": 1, ""max_daily_trades"": 7, ""signal_confidence_min"": 42.183439595852676, ""convexity_min"": 2.223597040891943, ""news_weight"": 0.5694114399233269, ""report_weight"": 0.2260870441170738, ""signal_confidence_effective"": 40.51620465917081}",-0.2892648968977408,0.005520411924236912,0.38889424717236565,0.9386548410938654,1722,0.010654602761135485,2026-02-14T00:06:56.232984,118.15063905715942
