mode,trial,params,score,annual_return,max_drawdown,positive_window_ratio,trades,factor_alignment,started_at,elapsed_sec
ultra_short,1,"{""hold_days"": 1, ""max_daily_trades"": 5, ""signal_confidence_min"": 43.44840996522701, ""convexity_min"": 2.2303175038936587, ""news_weight"": 0.6973680290593639, ""report_weight"": 0.09417734788764953, ""signal_confidence_effective"": 42.377680174565924}",-2.3436201370809235,0.011607577150324122,0.40829870265512547,0.942719881744272,1239,0.012505007636874848,2026-02-14T00:10:15.180045,115.28163599967957
ultra_short,2,"{""hold_days"": 1, ""max_daily_trades"": 5, ""signal_confidence_min"": 42.183439595852676, ""convexity_min"": 2.223597040891943, ""news_weight"": 0.5694114399233269, ""report_weight"": 0.2260870441170738, ""signal_confidence_effective"": 40.51620465917081}",-2.1815848105344013,0.01574881207083778,0.3927896356164766,0.9401330376940134,1322,0.0104781055836401,2026-02-14T00:12:10.923566,115.7435131072998
