mode,trial,params,score,annual_return,max_drawdown,positive_window_ratio,trades,factor_alignment,started_at,elapsed_sec
swing,1,"{""hold_days"": 4, ""max_daily_trades"": 3, ""signal_confidence_min"": 39.24149425590886, ""convexity_min"": 2.1272857535042933, ""news_weight"": 0.6973680290593639, ""report_weight"": 0.09417734788764953, ""signal_confidence_effective"": 38.17076446524778}",-3.7500222922318267,-0.0009223303166532304,0.5407713446578746,0.9175905395417591,926,-0.010143591697139477,2026-02-14T00:14:03.776100,112.07973909378052
swing,2,"{""hold_days"": 4, ""max_daily_trades"": 3, ""signal_confidence_min"": 37.97652388653453, ""convexity_min"": 2.1205652905025776, ""news_weight"": 0.5694114399233269, ""report_weight"": 0.2260870441170738, ""signal_confidence_effective"": 36.309288949852665}",-3.7501836345952517,-0.0009223303166532304,0.5407713446578746,0.9175905395417591,926,-0.01068139957522219,2026-02-14T00:15:54.185707,110.40959882736206
